"Good analytical, data analysis, presentation and problem-solving skills.",0,0,0
Good communication skills both verbally and written and with strong analytical thinking & working experience in multi-vendor environment.,0,0,0
"Are you a talented, data-focused individual with a heavy mathematical and statistical background?",0,0,0
Do you want to work on problems ranging from data mining to model building to process development?,0,0,0
"If you have a variety of skills including statistics, programming, and communication then think about applying to be a senior data scientist today!",0,0,0
You will be a lead on projects and perform technical analysis providing data and trend-based insights to customers.,0,0,0
Deliver projects to support client needs in a timely and professional manner. Manipulate large relational databases in MySQL and other versions. Conduct text analytics on large sets of unstructured text. Build conceptual and statistical models for data derivation and present findings and research as requested at conferences.,0,0,0
"Ability to work independently to create various outputs as datasets, dashboards, reports, visualizations and to clearly communicate the information provided by these deliverables.",0,0,0
"Strong business and data analysis skills, professional attitude, focusing on process and quality improvements.",0,0,0
"Excellent written and oral presentation skills and ability to communicate effectively with CDO, IT and other departments as needed.",0,0,0
"Strong interpersonal, organizational, and multi-tasking skills.",1,1,1
"Excellent attention to detail and problem solving skills. Self-motivated and displays initiative. Adaptable to changing priorities, excels in fast-paced environment.",1,1,1
Sr. Data Scientists play a meaningful role in supporting Grainger’s strategy by using your machine learning and statistical expertise to support initiatives that add business value and drive bottom-line growth. You will deliver high-quality data driven insights that tell the story and drive critical decision making.,0,0,0
"challenge the status quo, enjoy complex challenges, utilize a “Big Thinking” approach, and relentlessly seek creative solutions to help Grainger’s customers keep their operations running and their people safe.",1,0,1
"Exploring and visualizing data to understand the most relevant features that impact Grainger’s business. Conducting analysis of text data to understand the relationship between Grainger’s internal data, industries, and job functions.",0,0,0
7 - 10 years of experience in related field preferred,1,1,1
Hands-on software engineering and data science experience beyond coursework. Ability to develop algorithms and predictive models to derive insights and business value from data,0,0,0
"Demonstrable proficiency in coding (R, Spark, Python, Java, Scala) and programming concepts. Ability to build, test, and validate machine learning applications in Python, R, or other programming language (R preferred).",0,0,0
"Curiosity, enthusiasm, positive attitude and passion to build. Willingness to learn and research new concepts.",1,1,1
"Biased toward action, great collaborator and master simplifier, constantly pushing toward clarity and delivery",1,1,1
Strong product mindset: you ask and tackle the most important analytical questions with the goal of driving product impact,0,0,0
Experience with Natural Language Processing preferred. Experience with Recommender Systems preferred.,0,0,0
Sr. Data Scientists are expected to bring a unique and diverse perspective to the table and contribute to a culture of respect and inclusion.,0,0,0
We welcome people from all backgrounds who seek the opportunity to help build a future where everyone and everything can move independently.,0,0,0
"If you have the curiosity, passion, and collaborative spirit, work with us, and let’s move the world forward, together.",1,1,1
"Data Scientists are responsible for developing a deep understanding of Uber's databases and their quirks as well as assembling, analyzing, and telling compelling stories with data.",0,0,0
"Exceptional communication and organization skills, with the ability to initiate and drive projects proactively",0,0,0
Ideally you are not only fluent in the language of data but are also an adept written and verbal communicator. You should have the ability to motivate teams and get through to external parties to help them understand the nuances of our arguments.,0,0,0
"As a Graduate, you will have the opportunity to not only grow and develop in your chosen field, but to also shape the course of our business and industry. ",1,0,0
"Our office in Buffalo, NY is looking for a junior- to mid-level R&D Engineer/Data Scientist to join the team.",1,1,1
"We are looking for “out of the box” thinkers that are challenged by our clients to offer innovative approaches to address new system designs, and/or improve existing processes.",1,1,1
"As an R&D Engineer/Data Scientist, you will work alongside experienced engineers and be part of our growing team, contributing to new and exciting projects throughout North America, and abroad.",0,0,0
"You will need to work effectively as a member of an operating team, which means good communication and interpersonal skills are essential.",1,1,1
"1-5 years of experience in Object-Oriented programming (especially Concurrency), preferably Java or Python.",1,0,1
"At GHD digital, you will join a team of passionate individuals, many of them leaders in their field, who are also the owners of our business. This ownership is what sets us apart. It means our people enjoy an unrivalled amount of autonomy in their roles. It is also what drives our commitment and accountability in how we serve our clients, deliver projects, and pursue new opportunities.",0,0,0
"You will help our team to understand the needs of our members, analyze how our users engage with our products, and design and evaluate experiments to test new product experiences.",0,0,0
You are passionate about generating hypotheses for business and product problems,0,0,0
You thrive in a collaborative and dynamic environment,1,1,1
You have the proven ability to initiate projects and drive them to completion. You are highly analytical and enjoy breaking down large problems into smaller solvable components. You have excellent communication and storytelling skills.,0,0,0
"As a Data Scientist in the Member Experience mission, you will help our team to understand the needs of our members, analyze how our users engage with our products, and design and evaluate experiments to test new product experiences.",0,0,0
"We are not dogmatic about specific methodologies - for any given problem, a Data Scientist may borrow tools from any variety of quantitative disciplines to drive the greatest impact.",0,0,0
"The Data Scientist possesses skills in programming, statistics, and scientific communication, such that he or she is capable of generating actionable insights from data and then conveying those insights to others in compelling graphical, numerical, and narrative forms. ",0,0,0
"Leading the execution of data analytic projects, including coordination of agency and university partnerships. Evaluating the quality and reliability of a dataset. Obtaining, merging, reshaping, and cleaning datasets.",0,0,0
"Creating intuitive and compelling graphics to visualize and think about data. Using descriptive statistics, machine learning, and other methods to learn about and derive insights from the patterns and relations within a dataset.",0,0,0
"Using inferential statistics to learn about the causal relations between variables in a dataset, including randomized field evaluations. Automating data pulls, manipulations, and other rote activities to enable efficient lab and agency operations.",0,0,0
Proactively providing ideas and critical feedback—as well as being open to such constructive dialogue—as part of constantly improving the Lab and its collective work output.,0,0,0
"Expertise and creativity in visualizing, analyzing, and communicating insights from data.",1,0,0
Experienced with business intelligence tools such as Tableau,0,0,0
Have the ability to multi-task and work effectively under the pressure of multiple deadlines,0,0,0
"Organized, efficient time management",0,0,0
Creative and self-motivated – continually seeks ways to improve self and company,1,1,1
We are looking for candidates with demonstrated expertise in machine learning to join our talented team.,0,0,0
"The candidate will be responsible for end-to-endmachine learning model design and development. Success inthis role requires a strong foundation in machine learning, coupled with experience in big data and distributed computation.",0,0,0
"In this highly visible role, the successful candidate will be able to think like an analytic leader with business acumen, collaborate in a team environment, and communicate results effectively to senior management.",0,0,0
"As a Principal Data Scientist at Clarity Insights, you will fully understand the requirements of our client and will be working with a variety of data sources which may include big data and utilize advanced Machine Learning techniques.",0,0,0
The Principal Data Scientist should be able to individually solve problems of higher complexity and assist and guide/mentor more junior resources through their experience in problem resolution.,0,0,0
"They should be able to understand complex business problems, design a solution that can integrate multiple data sources and analyze data using a variety of common analytical tools and statistical techniques.",0,0,0
"8+ years of professional work experience implementing full lifecycle solutions with data warehousing, data integration, advanced analytics or business intelligence",0,0,0
"8+ years recent hands-on experience working with data mining tools (i.e. R, Python, SAS or SPSS)",0,0,0
"You have experience with modern cloud computing, rapid prototyping and deployment of data science solutions within an enterprise and know SAS, R, and/or Python",0,0,0
"Great communication skills: You can communicate complex ideas, clearly highlighting your approach and progress Innovation focus.",1,1,1
Solve complex data problems and deliver the insight that helps to define our strategy and enable our organisation to reach our patients faster,0,0,0
"Collaborate in multidisciplinary agile teams/squads to collect requirements, user specifications, approvals, and verify functionality and usefulness prior to full development of solutions",0,0,0
"At least 7 years of experience in Data Science, knowledge of R or Python and its Data Science libraries",0,0,0
"Is an independent thinker, able to work autonomously, capable of taking on loosely defined problems and translating complex thinking into practical application for diverse audiences",1,0,0
A communicative person who values building strong relationships with colleagues and partners and enjoys mentoring and teaching others,0,0,0
"Establish comprehensive plan for collecting, processing, exploiting and managing publicly available information and intelligence products. Ensuring system is flexible and adaptable to evolving requirements and provides access and collaboration across the Enterprise.",0,0,0
"Develop data analytics models and tools to creatively process, analyze, and present data to meet intelligence requirements for the Enterprise",1,0,0
"Meet rigorous security and information assurance requirements for collection, storage, and management. Write code that will effectively extract from multiple sources and use techniques to sort, visualize, and analyze very large datasets",0,0,0
"Utilize data science and development skills to automate manual analytic processes, generate analytic models, and enable analysts to exploit data holdings",0,0,0
"Establish advanced analysis and data visualization methodologies, models, and tools to derive intelligence outcomes and impacts",0,0,0
"Technical developer skills required include, but are not limited to: Python, R, Java, JavaScript, AngularJS, .NET, Hadoop-related and Apache related technologies",0,0,0
Assist the Government in applying innovative and data-driven problem-solving skills to analytic elements,1,0,0
"Must possess a Bachelor of Science Degree and 8 years of experience, years of experience can replace degree requirements. Applied Science Degree and/or Advanced Degree preferred",0,0,0
This position will address the critical needs of research and clinical organizations seeking scalability and flexibility for a variety of applications in the field of laboratory medicine.,0,0,0
"ARUP proudly hires top talent to create a work environment of diversity, professional growth and continuous development.",0,0,0
Our workforce is committed to the important service we provide to over one million patients each month. We always strive for excellence and have a strong desire to have involvement with the advances in medicine and the role laboratory services plays within each patient’s life.,0,0,0
Two years of previous scientific programming or tool development experience,1,0,1
Two years of experience in software development,1,0,1
5-7 Years’ work experience overall and is eager to do things differently and look for new ways to do things.,1,1,1
Not looking for someone who is looking to maintain status quo,1,1,1
"Good interpersonal skills, self-motivated, dynamic and can-do attitude",1,1,1
"We are looking for individuals who want to contribute to ARUP's culture of accountability, integrity, service, and excellence. Consider joining our dynamic team.",1,1,1
"Three years’ experience working with one of the following programming languages: Python, Java, C#, Javascript, R",1,0,1
"Strong understanding of statistical theory and applications. Strong knowledge and hands-on experience with Machine Learning and/or Big Data techniques (Spark, Pig, Hive) is a big plus.",0,0,0
Ability to initiate and drive projects to completion with minimal guidance in a fast-paced dynamic environment.,1,1,1
Ability to communicate the results in a clear and effective manner with product and leadership teams to influence the overall strategy of the product.,0,0,0
8-10 Years Experience,1,0,1
"Work with and analyze large amounts of data. Interact with functional experts, at all levels, to understand the data challenges, user needs, and to identify new opportunities.",0,0,0
Work individually and as a team member to ensure new capabilities are realized and stable in production systems.,0,0,0
Minimum 5 years hands-on experience in mathematical/statistical model buildings.,0,0,0
"Ability to work in a team environment, not only in an isolated modeling environment. This team work is necessary to develop an understanding of the data, the capabilities needed, and the associated analysis/modeling that is required.",0,0,0
"We are looking for talented, hard-working individuals to join our team.",0,0,0
"3-8 years of overall analytics experience, can be inclusive of post graduate work",1,1,1
"Intellectually curious, highly motivated, and inspired overachiever",1,1,1
Ability to thrive in a dynamic environment,1,1,1
The projects that our teams work on are driven from the ground up – we look for entrepreneurial individuals that want to take ownership over their own agenda and thrive in a collaborative team environment.,0,0,0
"As part of this role, you will be a creative thinker in how to solve problems, utilizing quantitative/technical skills along with business understanding to devise solutions. You’ll work within Wayfair’s big data technology infrastructure to dive deep into our data sets and develop innovative new capabilities.",1,1,1
"nfluencing business decisions - relentlessly leverage our work and encourage adoption across our business partners, to drive real business value",0,0,0
Intense intellectual curiosity – strong desire to always be learning,1,1,1
"Analytical, creative, and innovative approach to solving open-ended problems",1,1,1
"The Microsoft Services Americas Data and AI business is looking for Data Scientists with Data/Advanced Analytics, Artificial Intelligence, Data Platform, Business Intelligence, and Data Visualization knowledge and experiences who have a mix of strategic business acumen and hands on experience delivering business application solutions and business value to our customers, in the cloud and on-premise, in highly competitive and complex situations.",1,1,1
"You will join a small world-wide team of experienced Data Scientists chartered to lead the analytic journey for complex customer programs, deliver using the latest technology, and create an effective and collaborative community of Data Scientists in Microsoft.",1,1,1
"As AI transforms business and customers embed more and more analytics into workflow, you will lead AI innovation.",0,0,0
Deliver on billable data science projects to external customers on behalf of Microsoft Services Data & AI domain.,0,0,0
Make recommendations for future improvements on customer’s data estate to enable future work. Become a trusted advisor to the customer and enable their digital transformation.,0,0,0
Drive new work sold and maintain a high level of customer satisfaction.,0,0,0
"Work in a multidisciplinary, fast paced environment to build solutions for Microsoft's customers.",1,1,1
"Ability to work in a challenging, dynamic environment with multiple interactions across teams with different backgrounds ranging from sales, services to research",1,1,1
"Net2Source, Inc. is one of the fastest growing IT Consulting company across USA. N2S is headquartered at NJ, USA with its branch offices in Asia Pacific Region.",0,0,0
Strong communication and data presentation skills,0,0,0
The motivation to achieve results in a fast-paced environment.,1,1,1
Strong attention to detail,1,1,1
"Comfortable working in a fast paced, highly collaborative, dynamic work environment",1,1,1
Ability to think creatively and solve problems,1,1,1
"Expert in analyzing large complex, multi-dimensional data sets with a variety of tools",0,0,0
"Ability to thrive and demonstrate constant applied learning in highly complex, interdisciplinary, and dynamic work environment",1,1,1
"This person should have excellent communication, storytelling and influential skills to share the findings and communicate with technical and business partners.",0,0,0
The client is looking for 2-5 years of hands on experience of SQL and visualization tools and at least one year in sharing the finding to senior leadership.,1,0,1
"Experience with recommender systems, information retrieval, graph analysis, statistical modeling, neural network, and natural language processing",0,0,0
"Solid coding practices including good design documentation, unit testing, and integration testing",0,0,0
Strong communication and data presentation skills; Ability to communicate with data-driven stories,0,0,0
"Ability to quickly adapt to new technologies, tools and techniques",1,1,1
"Flexible and responsive; Able to perform in a fast paced, dynamic work environment and meet aggressive deadlines",1,1,1
Are you interested in leveraging your analytical skills and strategic ideas to improve mission execution?,0,0,0
Do you want to build your brand by working for a leading consulting firm that drives eminence in the marketplace?,0,0,0
"Join our team, and play a key role in helping to design our clients’ roadmap to the future and help transform the Federal marketplace.",0,0,0
"Perform project tasks independently, and may direct the efforts of others",0,0,0
Review deliverables for accuracy and quality,0,0,0
Provides coaching to junior staff,0,0,0
Manages own personal and professional development; seeks opportunities for professional growth and expansion of consulting skills and experiences,0,0,0
Experience working independently with minimal guidance,1,1,1
Strong problem solving and troubleshooting skills with experience exercising mature judgment,0,0,0
"Demonstrated ability to write clearly, succinctly, and in a manner that appeals to a wide audience",0,0,0
Proven experience effectively prioritizing workload to meet deadlines and work objectives,1,1,1
"Knowledge of data mining, machine learning, data visualization and statistical modeling",0,0,0
"From entry-level employees to senior leaders, we believe there’s always room to learn.",0,0,0
"At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day.",0,0,0
"We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world.",0,0,0
Our positive and supportive culture encourages our people to do their best work every day.,0,0,0
"We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware.",0,0,0
"We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives.",0,0,0
"Excellent understanding of machine learning and statistics techniques and algorithms such as supervised classification, unsupervised clustering, and time series analysis, etc.",0,0,0
Data-oriented personality,0,0,0
"Whether you want to design the transportation technology of tomorrow, support the staff functions of a dynamic, international leader, or build our excellent products and services — you can develop the career you desire with PACCAR.",0,0,0
"Must be a highly-motivated self-starter and self-directed learner with a creative mind, high attention to detail and a solution-oriented outlook",1,1,1
"Candidate must demonstrate strong analytical skills, excellent general business acumen, with the ability to concisely and clearly communicate complex topics.",0,0,0
Ability to maintain balance between solid “pragmatism” and “scientific rigor” to meet the needs of a dynamic business.,1,0,0
"Develop sophisticated advanced analytics models; including creating, validating, analyzing and explaining the data used for model development.",0,0,0
Be a leading expert and organizational resource on developing and evaluating advanced analytics.,0,0,0
"Integral leader within the Advanced Analytics Center of Excellence; working with stakeholders from your division to develop new analytics solutions, identify new data useful for analytics projects, and support analytics best practices.",0,0,0
"Introduce improvements to increase the speed, accuracy and efficiency of advanced analytics across the organization.",0,0,0
"The ideal candidate will drive positive change that will impact every person within the organization, and will be a data storyteller with a technical background that can produce a sense of excitement and engagement from leadership regarding the insights being provided by analytics.",1,1,1
Possess excellent communication skills and ability to engage with senior leaders and coworkers to design well-constructed analyses and work cross-functionally with managers to integrate results into the operations,0,0,0
"Self-starter and hard worker, self-directed.",1,1,1
Detail and goal oriented,1,1,1
An absolute winning mentality,1,1,1
Someone whose first instinct is to seek clarification and go the extra mile to ensure proper project completion,1,1,1
"we are looking to add talented, passionate, and friendly members to our dynamic team based in SoHo.",1,1,1
"Along with the prestige of joining an exciting brand in its early days, we offer competitive packages.",0,0,0
"Partner with the software engineering and product teams to design live experiments and create insights by applying your expertise in quantitative analysis, data mining and machine learning.",0,0,0
"Help in the design, development, evaluation and monitoring of forecasts, predictive models, and advanced algorithms that help business to drive decisions and better understand/predict user behavior and long term trends.",0,0,0
Build and benchmark key metrics and analysis pipelines to help drive key business decisions and improve the quality of user facing products.,0,0,0
Participate in data architecture decisions and assist in the implementation of models/algorithms in production systems.,0,0,0
"Report insights and recommendations through visualizations, dashboards, and presentations.",0,0,0
Demonstrated leadership and self-direction.,0,0,0
"You will work in a dynamic, multidisciplinary team of independent/entrepreneurial computer scientists and engineers who research, develop, and integrate state-of-the-art algorithms, software, hardware, and computer systems solutions to challenging research and development problems.",1,1,1
"Engage other developers frequently to share relevant knowledge, opinions, and recommendations, working to fulfill deliverables as a team.",0,0,0
"Design technical solutions independently, participate as a member of a multidisciplinary team to analyze sponsor requirements and designs, and implement software and perform analyses to address these requirements.",0,0,0
Lead multiple parallel tasks and priorities of customers and partners to ensure complex deadlines are met.,1,1,1
Provide solutions that require in-depth analysis of multiple factors and the creative use of established methods.,0,0,0
"Demonstrated ability to effectively handle concurrent technical tasks with conflicting priorities, to approach difficult problems with enthusiasm and creativity and to change focus when necessary, and to work independently and implement research concepts in a multi-disciplinary team environment, where commitments and deadlines are important to project success.",1,1,1
Effective interpersonal skills necessary to interact with all levels of personnel.,0,0,0
Proficient verbal and written communication skills necessary to effectively collaborate in a team environment and present and explain technical information.,0,0,0
"Effective advanced analytical, problem-solving, and decision-making skills to develop creative solutions to complex problems.",1,1,1
"Significant experience with demonstrated expertise in the following technical languages, concepts, or constructs and in one or more of the following advanced areas: high performance computing, scientific data analysis, statistical analysis, knowledge discovery, computer security, systems programming, large-scale data management or big data technologies.",0,0,0
"You will work with leads, analysts and data producers/consumers to understand requirements, develop technical solutions and ensure the reliability and performance of the data solutions.",0,0,0
"Become a part of our growing, dynamic team and we'll help you build a career you can be proud of.",0,0,0
"Deep understanding of statistical modeling, machine learning, deep learning or data mining concepts, and a track record of solving problems with these methods Proven technical database knowledge (Oracle, NoSQL, data modeling) and experience optimizing SQL queries on large data Ability to write SQL fluently",0,0,0
Availability to work periodic 24/7 on-call support as required by the team’s rotation schedule,1,1,1
"10 years of hands-on experience in delivering solutions in at least two of the following: data science, data modeling, data integration and business intelligence",0,0,0
We’re the fastest-growing transportation company on the Fortune 500 list and we’re just getting started.,0,0,0
"If you are a Senior Data Scientist with at least 7 years of professional experience, please read on!",0,0,0
We are searching for an experienced data scientist to join one of the fastest growing startups in history.,0,0,0
"Preferred candidates will have a proven track record delivering high-value analytics at a technology, finance or CPG firm.",0,0,0
Modeling the dynamics of the fast moving market that we operate in and understanding our impact on it,0,0,0
Flexibility is important to this role as our work is dynamic.,0,0,0
"Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, and make valuable discoveries leading to prototype development and product improvement.",0,0,0
Produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets.,1,1,1
"Lead as the technical expert on development projects across the full development life cycle to translate prototypes into new products, services, and features and provide guidelines for large-scale implementation.",0,0,0
Knowledge of machine learning and pattern recognition techniques.,0,0,0
Expert knowledge of programming languages and software development practices.,0,0,0
Able to work on highly complex issues without supervision. Self-starter with excellent communications skills. Demonstrated ability for self-directed learning.,1,1,1
Able to multi-task and stay organized in a dynamic environment. Able to work with a diverse team. Excellent problem-solving and troubleshooting skills.,1,1,1
"Our employees have incredible opportunities to work on revolutionary systems in air and space that impact lives around the world today, and for generations to come.",0,0,0
"We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future.",1,1,1
"The team works primarily within a data environment that houses a wealth of administrative, personnel, survey, and medical data (i.e., big data) on extremely large populations.",0,0,0
"2 years' relevant experience plus a Bachelor's Degree in Epidemiology, Statistics, Biostatistics, Applied Mathematics, Operations Research, or other relevant field is required.",0,0,0
This is an outstanding employer with plenty of growth opportunity.,0,0,0
Join a brand new team of machine learning researchers with an extensive track record in both academia and industry.,0,0,0
Bring a combination of mathematical rigor and innovative algorithm design to create recipes that extract relevant insights from billions of rows of data to effectively & efficiently improve health outcomes.,1,1,1
Create thoughtful solutions that engage and empower members to make more informed decisions about their health,0,0,0
Develop statistical applications that can be reproduced and deployed on enterprise platforms.,0,0,0
To look ahead to the changing landscape and develop new and innovative ways to serve our customers.,1,1,1
We refuse to think inside the box.,1,1,1
"We re a company founded on a diverse set of capabilities and skills, bound together by a single promise: we never stop solving our nations most complex challenges.",1,1,1
"We continually push ourselves to respond, to adapt, to go further.",1,1,1
4 years' experience in creating machine learning pipelines to derive insights from data,1,0,1
"Taboola is the world's leading content discovery platform, serving 360B recommendations to over 1B unique visitors each month on the web's most innovative publisher sites, including NBC, USA Today, The Weather Channel, Tribune and Fox Sports.",0,0,0
"Design, build and support algorithms of data transformation, conversion, computation on Hadoop, Spark and other distributed Big Data Systems",0,0,0
"5+ years of experience as a Data Scientist, preferably in Big Data Environment",0,0,0
2+ years of programming experience in Java/Scala and/or Python,0,0,0
Bachelor’s degree in quantitative or related field,0,0,0
"The ideal Data Scientist will possess excellent communication skills as well as being extremely technical working writing code, solving complex problems and working in a cutting-edge cloud-based platform.",1,0,0
The ideal candidate will have superb communication skills along with being a team player who is able to work effectively in a team and on an individual basis.,0,0,0
Open minded and Innovative Environment,1,1,1
That happens reliably even as we launch innovative features and expand into new markets across the world.,0,0,0
"Our Data Scientists ensure we keep up without our organizers knowing even we’re there by designing low profile, high precision solutions to the ever-changing landscape of threats.",0,0,0
"The Risk and Trust & Safety group is a small, high performing, multi-disciplinary team ranging from chargeback specialists and fraud analysts to data scientists and engineers, all working toward the common goal of keeping Eventbrite users safe.",0,0,0
We expect everyone to be vigilant for emerging problems and innovative solutions.,1,1,1
We expect high quality contributions from every team member.,1,0,0
And we expect even more in terms of supporting each other to make that happen.,0,0,0
You’ll make sure the right needle gets pulled out of the right haystack every time by developing high precision fraud and spam detection algorithm.,0,0,0
You’ll work with our fraud and trust experts to understand all the nitty gritty details of what’s working well and where we need to fill gaps.,0,0,0
"You’ll leverage our in house decisioning platform to quickly test, improve, ship, and track models.",0,0,0
And you’ll collaborate closely with our dedicated engineering team to make sure your solution makes it from the lab to the field exactly the way you envisioned.,0,0,0
Proven ability to craft and track complete solutions to real world problems using statistical methods,0,0,0
Ability to succinctly and accurately explain a complex solution to any audience,0,0,0
Active Eventbrite user with a passion for live events,0,0,0
"Your deep experience with artificial intelligence and advanced analytics is matched by a passion to build great products, lead innovation and be a mentor and guide to other Engineering team members.",0,0,0
In the past you have been part of a startup or corporate innovation team working in fast-moving environments.,1,1,1
You can point to numerous examples which have demonstrated your ability to creativity solve technical challenges.,1,1,1
"A Pioneer in the Fintech, Intralinks is a 22 years old company.",0,0,0
"As a Data Scientist you will be working with the largest repository of corporate, board-level business information in the world.",0,0,0
"You should have deep expertise in analyzing large, complex data sets from multiple domains.",0,0,0
You should be an expert at designing and implementing solutions that use a range of data science methodologies to automate data analysis or to solve complex business problems.,0,0,0
"Manage and execute entire data projects from start to finish including cross-functional project management, data gathering and manipulation, analysis and modeling, and communication of insights and recommendations.",0,0,0
"Demonstrate a high degree of originality and creativity when developing solutions to solve problems like risk analysis, document classification etc.",1,0,0
Work independently to manage multiple projects at once while ensuring deadlines are met and data output is accurate and appropriate for the business.,0,0,0
Must also be able to deal with ambiguity and make independent decisions about what data and approach is best for the task at hand.,1,1,1
"Strong implementation experience with high-level languages, such as Python, R, Perl, Ruby, Scala or similar scripting languages",0,0,0
"Strong hands-on skills in sourcing, cleaning, manipulating and analyzing large volumes of data",0,0,0
Intense intellectual curiosity – strong desire to always be learning,1,1,1
"Highly collaborative, team-player attitude",0,0,0
The Data Scientist will have previous experience working with statistical and/or predictive model development and large-scale implementations of statistical methods to build decision support or recommender systems will enable you for this role.,0,0,0
"The Data Scientist will need to be innovative and entrepreneurial to work within a ""start-up like"" environment.",1,1,1
Ability to work independently and oversee mid-level analysts.,0,0,0
"The right candidate will be an integral part of our talented team, supporting our continued growth.",0,0,0
We are looking for team players who are proactive and are willing to do “whatever it takes” to get the job done,0,0,0
Ideal candidate has a “can do” attitude,0,0,0
"Be well spoken, clear and patient with all interactions",0,0,0
Remain calm and professional in stressful situations,0,0,0
Handle time-sensitive and confidential material,0,0,0
Participate in cross-training and be flexible to perform varying roles whenever necessary,0,0,0
Strong organizational and administrative skills required,0,0,0
Ability to communicate both verbally and written with customers and client personnel,0,0,0
"Ability to excel in a fast-paced, multi-tasking, team environment",1,1,1
Creative thinker,1,1,1
Outstanding work ethic,0,0,0
Sitting for long periods of time,1,1,1
"As part of the Namely marketing team, you will be part of a small group of highly motivated individuals paving the path to growth by combining great marketing with the use of technology and data.",0,0,0
A Voracious Learner - You are always consuming all types of information with a desire to push yourself to learn more.,1,1,1
"Versatile - Writing and content creation is your core competency, but your belt has a number of other tools you can contribute.",0,0,0
Impact Driven - You love seeing the results of work in the numbers.,0,0,0
Aggressive and Competitive - You get excited by pursuing audacious goals and being the best in your competitive space.,1,1,1
"Build a new category of content from the ground up including the content roadmap, category research, and content production.",0,0,0
"Run experiments to optimize for certain key metrics such as content views/shares, email subscribers, and new Namely customers.",0,0,0
>Optimizing the resulting content for social shares / search engines,0,0,0
Creatively managing all web pages related to that category,1,1,1
Networking with other experts and thought leaders within your category,0,0,0
A couple years of experience (full time or internships) in content marketing,0,0,0
